,PIDANH4 rpt 1.sp,PIDANH4 rpt 2.sp,PIDANH4 rpt 3.sp,PIDANH4 rpt 4.sp,PIDANH4 rpt 5.sp,PIDANH4 rpt 6.sp,PIDANH4 rpt 7.sp,PIDANH4 rpt 8.sp,PIDANH4 rpt 9.sp,PIDANH4 rpt 10.sp,PIDANH4 rpt 11.sp,PIDANH4 rpt 12.sp,PIDANH4 rpt 13.sp,PIDANH4 rpt 14.sp,PIDANH4 rpt 15.sp,PIDANH4 rpt 16.sp,PIDANH4 rpt 17.sp,PIDANH4 rpt 18.sp,PIDANH4 rpt 19.sp,PIDANH4 rpt 20.sp,PIDANH4 rpt 21.sp,PIDANH4 rpt 22.sp,PIDANH4 rpt 23.sp,PIDANH4 rpt 24.sp,PIDANH4 rpt 25.sp,PIDANH4 rpt 26.sp,PIDANH4 rpt 27.sp,PIDANH4 rpt 28.sp,PIDANH4 rpt 29.sp,PIDANH4 rpt 30.sp,PIDANH4 rpt 31.sp,PIDANH4 rpt 32.sp,PIDANH4 rpt 33.sp,PIDANH4 rpt 34.sp,PIDANH4 rpt 35.sp,PIDANH4 rpt 36.sp,PIDANH4 rpt 37.sp,PIDANH4 rpt 38.sp,PIDANH4 rpt 39.sp,PIDANH4 rpt 40.sp,PIDANH4 rpt 41.sp,PIDANH4 rpt 42.sp,PIDANH4 rpt 43.sp,PIDANH4 rpt 44.sp,PIDANH4 rpt 45.sp,PIDANH4 rpt 46.sp,PIDANH4 rpt 47.sp,PIDANH4 rpt 48.sp,PIDANH4 rpt 49.sp,PIDANH4 rpt 50.sp,PIDANH4 rpt 51.sp,PIDANH4 rpt 52.sp,PIDANH4 rpt 53.sp,PIDANH4 rpt 54.sp,PIDANH4 rpt 55.sp
Time,15:01:19,15:01:26,15:01:33,15:01:40,15:01:47,15:01:54,15:02:01,15:02:08,15:02:15,15:02:22,15:02:29,15:02:36,15:02:43,15:02:50,15:02:57,15:03:04,15:03:11,15:03:18,15:03:25,15:03:33,15:03:40,15:03:47,15:03:54,15:04:01,15:04:08,15:04:15,15:04:22,15:04:29,15:04:36,15:04:43,15:04:50,15:04:57,15:05:04,15:05:12,15:05:19,15:05:26,15:05:33,15:05:40,15:05:48,15:05:55,15:06:02,15:06:09,15:06:16,15:06:23,15:06:30,15:06:37,15:06:44,15:06:52,15:06:59,15:07:06,15:07:13,15:07:20,15:07:28,15:07:35,15:07:42
Raman shift [1/cm],Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity
1366,1054.4974,1077.5,1045.3,1036.5,1066.9,1050.7,1044.1,1055.2,1004,1015.5,950.8,956.35,860.83,884.23,787.05,763.81,654.1,586.75,497.05,447.21,428.64,398.51,375.56,352.4,345.16,320.3,308.57,291.68,302.61,297.24,296.42,293.58,288.42,301.01,301.32,307,308.51,312.68,173.04,128.25,407.94,592.87,730.35,818.18,881.44,897.01,980.16,978.6,944.32,993.18,1011.1,974.11,982.84,976.74,958.61
1364,921.36754,941.85,915.78,909.52,934.79,916.19,906.36,915.89,876.84,889.87,823.5,834.25,750.21,767.69,681.57,663.14,574.9,506.86,426.67,388.34,373.85,340.59,327.44,303.67,296.72,278.08,264.8,256.54,260.8,259.95,255.54,260.35,252.39,261.47,265.68,266.61,268.65,270.79,148.36,122.2,350.53,510.95,640.15,714.26,781.45,785.45,860.64,867.25,826.15,860.82,892.2,864.53,867.03,852.57,846.57
1362,824.14568,838.68,817.51,808.51,840.27,809.43,816.49,810.05,784.81,796.58,736.94,740.71,664.76,694.54,608.98,588.01,517.7,444.57,379.28,349.3,330.66,297.09,288.65,268.19,259.33,243.21,235.49,227.74,229.16,233.74,226.57,236.47,223.33,232.99,235.03,237.36,239.26,238.9,129.95,113.77,310.95,447.3,568.56,634.54,701.1,704.74,774.88,785.55,742.06,766.33,796.74,777.87,779.93,761.91,753.25
1360,772.14542,771.94,755.83,753.84,772.17,753,750.44,750.04,734,732.75,679.36,683.73,616.18,639.91,570.15,543.62,481.91,411.38,355.88,326.78,309.47,275.12,261.39,253.72,239.68,219.25,216.71,207.96,213.69,217.38,210.75,221.51,202.31,214.27,217.22,220.63,223.05,220.37,123.8,110.51,286.82,411.95,520.8,579.35,643.92,651.15,721,727.68,689.21,711.63,734.66,733.65,719.37,702.18,700.13
1358,745.25069,731.93,731.02,709.53,736.27,715.61,712.1,722.27,698.74,694.99,650.63,655.36,588.63,604.88,546.68,519.36,455.62,384.73,340.09,315.73,296.61,264.97,249.07,241.69,225.23,205.98,208.06,196.85,203.9,206.9,201.53,215.98,193.71,206.47,205.57,206.15,211.1,210.84,119.45,106.03,267.21,387.44,489.09,542.61,601.71,615.86,690.12,692.14,659.63,668.21,697.18,692.23,681.93,664.85,657.75
1356,723.25578,692.5,705.45,686.52,710.53,691.59,693.07,700.07,667.99,662.42,630.15,637.02,571.55,576.92,526.93,497.26,429.02,373.47,326.96,304.34,286.72,253.36,240.94,229.66,216.42,195.8,197.02,188.62,193.73,201.55,198.97,212.97,188.93,201.61,199.46,196.64,202.39,202.43,121.01,100.41,252.88,363.31,472.71,516.46,567.16,592.44,660.75,668.58,633.43,645.49,654.69,654.79,645.4,637.33,624.93
1354,702.05503,669.1,682.41,673.75,691.68,678.95,672.31,682.63,654.54,633.69,614.93,624.25,557,560.13,507.71,482.95,411.28,358.41,323.06,293.07,273.27,248.34,233.65,220.88,212.73,190.33,191.41,187.54,186.5,196.43,195.47,207.99,186.4,199.12,196.88,191.41,200.97,193.62,124.17,100.46,236.12,354.33,454.93,497.06,545.77,579.63,628.66,651.15,610.97,634.74,629.13,632.46,622.91,618.25,609.33
1352,688.50603,666.89,672.19,663.43,679.87,672.44,661.07,672.51,652.82,619.28,607.36,610.03,546.21,550.9,493.39,475.54,399.75,354.04,315.26,287.33,265.58,247.4,227.04,218.33,209.27,184.29,189.76,188.29,181.39,196.4,197.03,202.6,182.01,199.84,193.32,189.06,195.48,190.26,119.82,103.56,225.16,351.12,439.36,483.07,531.38,572.55,610.72,643.3,599.99,622.25,614.85,620.2,610.96,605.15,594.28
1350,672.8164,667.15,665.91,661.75,665.3,669.38,653.93,666.09,648.47,610.34,598.73,600.92,542.31,547.15,489.16,463.9,392.66,352.64,307.2,274.75,258.3,244.28,229.16,216.17,210.75,184.7,186.82,187.3,176.47,192.99,194.92,197.75,178.66,200.85,190.99,190.01,196.93,188.31,116.86,103.34,219.1,347.33,431.27,477.96,520.93,559.53,601.11,645.42,594.04,609.91,602.86,602.69,599.81,588.08,579.88
1348,665.23768,672.55,666.72,659.02,656.96,669.51,649.11,662.75,641.72,611.12,595.2,596.56,528.53,549.14,486.82,450.6,391.17,354.27,302.6,274.22,256.4,249.76,223.6,215.16,211.55,187.36,184.23,188.22,171.54,188.38,190.46,196.28,177.91,197.76,194.94,188.93,199.53,187.12,123.92,109.59,217.33,345.86,424.21,480.35,523.86,544.59,601.58,639.57,585.23,601.5,595.05,598.9,595.45,573.47,573.29
1346,661.93115,674.79,669.48,660.11,653.24,664.54,642.73,659.7,636.84,615.71,595.1,590.12,523.86,552.62,483.43,448.58,395.32,351.91,296.5,275.12,254.81,249.45,220.16,216.64,208.52,188.77,183.91,192.77,167.72,185.36,188.75,194.7,176.5,193.61,192.65,189.63,200.32,186.59,143.9,113.83,212.21,338.93,417.81,480.91,528.85,537.53,597,629.32,577.7,592.8,594.92,593.52,594.1,563.81,572.79
1344,651.18187,672.12,662.15,655.12,645.34,656.17,631.22,650.5,635.55,617.39,582.16,581,527.34,553.09,480.26,442.83,394.88,346.09,288.47,274.76,256.35,244.1,216.16,212.4,204.84,193.43,184.22,192.04,162.72,183.46,185.11,191,176.57,188.28,190.51,186.26,197.48,184.94,160.42,117.64,209.3,338.82,407.25,476.2,529.12,533.19,596.01,625.53,574.55,587.38,590.8,594.66,589.18,563.78,564.36
1342,647.09058,663.08,654.6,641.32,634,641.93,626.02,637.17,630,609.48,569.13,573.53,523.21,553.67,479.55,445.78,389.03,340.75,280.98,273.23,257.82,241.8,208.77,207.49,200.29,196.86,183.21,186.85,165.41,182.64,184.32,186.9,177.2,181.43,187.57,186.69,195.95,188.1,170.22,115.5,207.63,337.67,399.16,466.13,532.21,521.17,593.26,615.83,569.61,577.83,580.25,592.52,582.7,562.56,553.28
1340,636.59889,645.5,646.12,630.74,626.07,629.84,610.75,621.22,617.25,594.16,553.93,569.41,520.08,538.22,473.67,440.64,377.26,331.92,274.95,268.74,253.09,238.81,202.29,205.49,196.92,197.95,181.69,179.72,166.26,177.35,185,181.14,172.65,180.51,182.31,181.09,191.25,185.2,171.53,111.67,205.68,329.19,396.36,453.78,521.5,515.11,588.97,597.88,556.34,573.43,575.98,583.57,565.86,555.97,539.64
1338,628.40864,632.19,634.2,615.37,620.53,610,596.45,610.64,598.45,577.89,541.91,563.92,513.53,524.43,463.69,435.1,367.28,323.77,271.09,262.59,248.08,235.99,200.98,200.57,188.62,194.14,178.89,171.73,166.7,171.85,179.33,175.65,171.07,174.33,180.92,169.96,185.53,187.32,163.6,108.16,197.51,317.74,390.81,438.32,503.25,510.37,578.95,589.11,544.48,564.48,571.63,571.21,557.43,549.77,524.53
1336,612.14018,606.01,612.19,605.55,607.49,593.23,585.6,592.46,578.64,564.42,531.84,558,506.86,503.29,455.18,426.86,359.86,314.94,266.09,254.65,245.57,227.68,200.74,193.69,187.25,186.72,171.66,166.05,168.13,174.09,174.55,171.07,169.32,168.92,176.23,166.88,181.07,181.36,151.89,103.24,193.9,307.99,385.92,425.16,490.08,496.17,565.6,578.94,534.3,549.78,558.18,562.11,544.85,544.42,510.6
1334,585.12166,583.3,585.58,593.72,594.67,572.75,565.11,569.79,563.52,552.75,520.32,545,493.74,480.86,439.63,413.68,354.23,302.3,261,240.68,235.52,219.35,194.56,183.18,183.31,173.68,169.89,163.34,166.77,172.56,168.84,159.85,165.82,164.86,171.94,161.19,176.03,173.21,132.99,96.841,184.37,298.42,371.98,406.24,476.21,486.14,548.92,564.59,517.86,531,545.86,550.03,541.29,534.88,496.52
1332,558.56556,560.69,569.29,573.61,577.05,554.49,554.04,554.06,546.49,537.18,503.54,527.59,477.31,468.68,424.1,399.39,341.26,292.65,254.84,231.22,230.39,212.95,186.36,175.34,178.42,163.19,161.35,162.31,164.79,170.04,165.66,153.88,159.42,160.32,164.6,155.1,168.51,166.88,105.03,90.124,179.24,293.9,362.27,390.63,453.35,475.41,532.7,555.06,504,517.09,539.4,532.55,538.86,522.59,480.53
1330,537.81378,541.85,553.91,556.34,557.48,540.94,538.92,544.65,524.1,526.98,494.6,499.32,458.35,453.73,408.79,388.13,330.43,285.61,248.79,221.76,223.6,205.01,183.16,168.53,172.1,154.8,155.08,158.79,160.89,167.95,159.38,152.31,152.5,154.95,164.07,152.29,165.31,157.07,83.343,84.292,176.39,287.08,351.95,383.6,435.96,466.59,517.91,540.69,495.28,504.8,521.51,514.38,532.85,505.22,476.2
1328,527.57235,528.12,541.46,540.88,545.28,532.23,534.54,529.25,506.63,522.94,485.69,479.57,442.04,445.99,395.19,376.56,321.58,281.75,247.92,215.19,216.1,200.66,174.98,163.07,166.32,148.56,146.77,153.69,158.32,164.82,153.16,150.89,151.26,148.02,164.42,147.86,161.82,150.73,78.015,82.697,175.15,279.85,345.78,387.66,427.99,450.49,501.42,522.45,485.2,488.36,515.62,500.24,519.42,490.09,471.87
1326,520.33717,511.81,530.15,526.77,535.68,525.21,521.25,511.28,495.67,508.02,472.64,463.61,432.77,439.27,383.22,371.28,312.8,273.6,237.94,208.1,209.24,191.62,170.25,162.61,159.88,142.49,144.96,154.6,153.85,159.2,151.38,148.7,141.68,144.95,156.56,146.69,158.5,142.66,86.265,81.231,172.51,269.29,331.56,385.54,425.45,445.86,480.8,500.4,470.02,471.58,502.55,486.27,502.28,476.19,473.24
1324,510.63798,496.32,515.1,514.29,525.86,515.39,506.78,503.53,485.24,492.24,459.23,451.91,422.76,427.22,370.5,361.17,300.1,266.35,232.12,206.1,202.12,181.28,166.72,161.23,155.7,140.15,143.3,151.48,148.92,154.46,149.31,145.55,137.32,141.95,152.26,143.26,154.05,135.44,88.54,79.635,170.19,265.1,328.4,379.83,414.72,444.56,468.97,484.4,461.29,466.45,487.59,476.37,486.38,474,468.92
1322,504.31734,483.4,508.74,501.97,518.2,504.52,497.52,487.95,477.05,477.06,447.97,439.17,414.41,413.64,366.74,354.9,286.8,259.93,227.96,198.53,194.92,173.24,160.34,156.23,151.7,139.7,141.05,148.47,146.85,149.34,149.84,144.78,133.76,139.08,147.89,140.25,151.46,131.93,87.839,75.106,167.4,258.6,326.93,377,416.11,436.63,462.7,467.45,459.71,457.23,475.51,466.19,469.14,458.77,459.43
1320,493.83426,466.69,500.28,484.68,507.24,499.54,486.22,470.42,468,462.89,436.26,433.77,404.28,403.18,360.38,344.59,279,251.3,223.48,195.79,188.46,168.92,159.92,154.6,146.81,142.24,138.73,145.83,138.98,142.02,148.1,141.54,130.05,139.11,143.04,135.59,149.23,126.32,90.625,72.927,165.66,251.06,324.13,371.33,412.05,430.29,453.11,458.12,448.92,452.79,470.7,456.97,447.07,450.88,452.84
1318,478.01143,455.74,486.96,467.38,492.61,489.26,464.44,461.75,459.4,447.64,425.79,426.22,390.81,392.89,353.17,335.41,278.1,249.07,220.58,192.07,182.61,164.44,160.59,151.97,143.32,141.94,137.68,139.08,133.42,134.32,138.99,137.24,124.44,131.94,139.34,130.89,145.91,124.08,90.24,75.16,161.02,243.75,316.19,364.4,399.96,419.02,439.26,453.26,440.3,441.76,464.17,457.94,437.08,439.69,443.7
1316,464.30208,445.32,474.33,460.67,477.02,480.37,450.13,454.23,449.76,444.38,416.29,419.61,381.66,377.12,349.19,324.17,280.24,247.82,215.99,190.52,182.53,161.22,160,152,141.49,139.94,136.36,135.54,130.34,130.25,136.16,134.26,121.82,127.93,132.21,131.13,144.34,120.47,90.642,76.729,161.42,241.46,314.33,360.99,393.76,408.58,440.7,460.03,438.03,426.18,458.36,456.89,427.22,439.57,434.04
1314,452.77947,442.36,458.62,457.72,460.39,463.3,440.13,442.71,442.75,439.41,405.98,412.13,371.4,366.73,337.65,315.85,281.28,241.65,206.52,188.01,180.19,160.21,157.8,147.09,141.71,135.93,134.19,135.77,128.21,125.23,131.7,127.76,119.36,125.3,127.74,129.06,140.04,123.51,88.206,77.165,158.13,236.25,308.25,352.22,385.87,397.99,437.24,463.24,424.73,422.96,449.7,459.37,423.36,435.66,421.95
1312,434.8051,430.26,449.24,445.5,439.26,443.26,433.47,435.62,431.44,431.89,398.77,407.48,362.83,364.09,327.74,304.05,270.35,236.2,199.06,185.4,175.79,162.14,150.92,142.72,139.22,135.62,129.62,132.14,122.41,119.57,130.16,128.11,116.34,125.45,121.64,128.08,136.69,124.65,81.399,78.738,156.58,234.18,301.36,347.33,373.69,394.64,433.22,459.83,416.07,426.34,449.23,455.17,417.85,427.39,414.94
1310,426.94529,423.07,433.26,432.46,426.9,425.03,418.96,426.61,420.83,425.76,398.36,391.56,349.71,357.93,313.27,301.09,264.45,230.02,191.66,184.01,169.29,159.32,148.24,136.61,134.53,134.68,127.78,126.39,118.42,118.73,126.33,125.25,117.31,122.46,121.34,129.17,131.07,121.72,75.39,80.525,153.97,236.78,294.09,346.29,371.59,388.89,423.25,446.86,408.82,428.22,437.39,451.2,416.37,420.6,412.81
1308,419.03083,410.33,419.52,424.29,417.42,412.32,418.52,413.65,417,413.44,389.6,376.76,338.59,354.3,304.49,298.07,255.63,223.73,184.77,176.73,164.2,154.94,144.93,131.22,127.99,130.63,120.33,121.21,116.53,115.9,123.12,122.31,117.53,120.67,116.29,126.23,125.05,122.52,69.535,83.067,151.58,231.67,287.21,340.95,370.3,382.6,413.27,433.01,400.18,423.28,429.44,438.87,403.78,410.5,406.48
1306,413.49223,397.73,408.58,406.29,406.18,404.54,405.06,397.66,404.7,395.38,376.86,366.7,336.93,345.44,295.7,290.61,245.34,212.55,174.64,170.4,157.47,146.82,136.79,131.79,125.28,122.75,120.49,120.53,111.13,108.13,119.99,120.53,111.62,118.42,110.22,122.58,121.46,116.43,65.305,83.012,148.77,224.97,275.99,331.14,359.54,381.62,398.55,416.09,385.69,410.34,408.85,428.04,398.35,400.57,396.01
1304,405.42639,386.35,387.34,393.1,398.89,391.97,394.97,389.24,392.78,382.39,359.5,361.56,328.95,334.48,288.41,280.19,233.25,202.72,171.52,165.2,149.62,135.68,132.28,126.41,121.57,117.16,116.75,117.18,105.56,105.68,114.41,116.59,109.92,115.77,109.22,117.13,115.12,115.14,63.97,81.899,142.17,223.45,273.96,321.51,346.29,379.26,388.36,397.76,375.8,402.61,394.48,409.97,395.18,392.81,387.74
1302,398.5384,378.62,374.29,379.43,389.2,380.57,382.96,370.16,382.53,358.1,345.69,348.99,317.28,321.34,284.03,270.67,222.42,191.71,166.53,156.11,146.3,129.32,125.27,121.2,119.49,114.82,110.43,114.74,99.829,101.3,107.43,112.45,108.53,109.07,105.93,108.54,108.59,112.38,60.415,80.518,135.37,213.98,266.65,315.47,345,373.05,378.52,381.52,371.46,388.05,381.21,390,389.88,379.55,377.62
1300,382.85573,360.26,359.98,358.1,374.26,370.63,369.88,357.16,372.07,343.21,333.81,340.98,304.18,311.83,279.7,262.08,211.25,185.82,164.57,153.2,147.2,127.39,122.97,114.78,112.18,110.5,102.92,113.06,93.394,98.148,101.99,109.2,107.06,101.71,104.52,101.85,105.83,108.33,62.91,80.266,131.53,207.24,258.2,303.89,337.69,359.14,367.59,373.98,361.43,373.51,374.78,377.67,382.05,374.58,368.92
1298,364.98229,348.63,344.97,343.14,360.12,352.84,347.88,345.41,358.83,328.38,324.27,328.34,291.49,295.23,264.5,251.54,205.69,183.9,162.6,146.91,144.84,123.86,119.33,110.08,108.47,104.9,102.2,109.68,91.861,97.117,96.526,102.14,102.95,94.256,98.948,94.57,100.31,101.36,64.181,79.95,128.01,199.31,255.9,293.54,326.7,339.47,355.61,370.59,353.15,357.65,368.63,368.49,371.94,368.55,355.25
1296,354.10075,340.53,336.29,337.6,347,339.8,338.48,335.7,343.5,324.68,308.52,316.98,279.6,279.43,255.04,246.77,200.26,183.35,157.36,143.08,144.66,124.81,114.51,108.36,104.49,100.32,100.42,106.35,91.184,96.913,96.447,98.514,101.84,90.444,96.165,90.844,98.936,99.505,65.171,80.531,128.66,197.93,256.72,289.53,319.63,325.34,351.49,371.78,346.02,346.76,369.25,358.1,364.1,364.36,342.79
1294,340.16244,332.87,327.54,331.64,335.75,324.94,326.6,329.92,331.06,316.93,296.16,307.43,271.34,271.52,241,245.38,199.02,175.33,150.52,140.8,143.01,124.81,111.45,106.34,103.27,95.184,97.894,102.71,89.952,96.873,94.059,92.791,98.178,89.749,93.195,88.713,100.13,99.23,63.832,82.568,127.65,189.43,247.5,283.41,310.51,310.65,346.64,368.74,333.26,343.31,363.87,350.67,354.73,354.53,328.39
1292,326.47657,321.38,317.38,317.06,320.83,305.08,311.34,321.91,320.83,310.38,284.78,301.03,259.5,263.74,228.12,232.47,190.8,171.86,146.42,133.31,133.91,122.15,107.35,102.86,99.044,90.418,94.894,95.648,86.37,94.619,93.781,88.176,94.485,89.286,91.371,85.45,100.12,94.612,56.376,84.853,123.65,183.19,240.4,278.51,299.23,299.47,343.1,357.86,321.95,335.48,359.41,339.22,342.93,344.35,313.58
1290,316.13304,311.29,308.97,309.12,313.94,290.01,304.08,312.58,314.25,303.95,272.36,286.73,252.52,257.19,219.17,224.27,189.82,167.57,139.06,128.93,123.74,119.34,103.44,97.674,94.807,89.314,94.501,91.47,87.25,92.576,92.861,83.684,93.255,87.818,91.915,85.974,96.658,91.022,54.722,86.372,123.23,179.7,232.43,269.71,289.35,289.01,334.97,345.36,313.17,325.79,349.67,330.61,331.09,331.43,296.17
1288,303.93116,299.06,296.41,296.09,307.4,281.26,296.66,301.33,304.72,293.72,261.71,269.45,245.81,248.26,214.63,218.98,184.46,162.55,133.24,122.01,115.58,113.13,98.443,95.915,91.8,82.557,93.098,87.327,85.545,85.836,90.999,80.663,86.85,84.795,89.777,84.852,92.998,88.163,49.685,84.818,120.77,172.45,222.52,254.14,275.7,284.46,323.2,333.92,303.26,318.64,335.94,318.29,317.8,311.55,282.91
1286,292.95442,288.92,293.28,282.34,301.95,279.59,287.78,291.39,291.57,285.29,251.39,261.27,241.71,240.36,208.75,207.93,180.02,153.73,130.68,119.27,108.29,106.64,92.621,95.061,94.35,82.331,94.378,83.964,84.403,78.985,88.621,80.484,81.862,84.177,89.869,80.184,89.624,83.833,48.547,80.455,117.39,167.13,212.55,243.41,259.08,281.2,304.44,324.31,295.29,304.01,319.56,308.65,309.33,299.03,273.14
1284,286.76207,282.02,285.5,273.02,296.17,277.56,277.82,282.8,280.89,275.35,241.57,256.18,232.75,229.28,205.88,195.24,171.24,147.32,127.25,110.94,101.3,100.3,88.373,90.472,91.767,82.319,90.284,81.408,84.612,73.94,82.274,75.76,76.738,82.829,88.556,77.885,83.634,81.604,46.276,75.266,107.67,159.74,199.63,236.1,247.1,279.18,290.41,310.04,287.05,290.85,303.37,291.39,299.79,283.94,268.2
1282,277.90293,274.76,276.71,265.72,286.34,278.07,268.6,276.41,273.56,267.72,236.33,247.65,223.11,223.75,200.18,184.31,163.59,140.58,122.51,104.78,98.926,99.342,83.614,86.28,86.786,82.914,85.733,77.03,82.34,67.401,75.855,71.111,73.981,76.138,84.476,73.584,76.489,80.501,39.821,69.361,101.52,150.4,189.55,226.06,240.92,275.2,274.38,298.47,280.14,280.24,290.11,278.69,291.44,273.57,259.84
1280,273.6549,260.53,271.28,258.27,274.94,276.05,262.45,270.5,266.07,256.62,233.69,240.47,218.26,220.85,197.16,175.35,156.58,138.46,122.67,98.597,99.919,96.626,81.55,77.983,82.817,80.952,79.373,75.995,80.626,63.747,72.565,67.891,69.959,70.634,81.785,70.052,74.214,77.775,37.824,61.974,94.13,147.09,179.81,212.52,235.47,263.36,263.38,294.93,269.42,273.79,278.82,275.57,282.62,263.02,255.36
1278,267.76307,257.99,268.12,251.74,266.36,270.9,253.71,267.89,257.58,249.45,229.29,235.68,208.65,217.03,189.86,166.08,153.93,138.82,117.66,95.769,100.29,97.298,80.297,74.434,83.313,79.937,74.737,77.332,78.267,62.949,69.683,65.364,69.82,68.658,78.093,68.848,71.485,74.823,38.727,53.321,89.182,145.01,176.82,203.78,229.16,247.62,253.04,290.18,261.32,270.81,270.65,269.88,268.4,258.63,252.41
1276,262.83383,248.56,266.65,251.43,254.55,262.26,249.95,262.31,250.11,241.01,222.13,232.64,202.79,212.62,188.09,162.51,152.02,134.29,116.7,94.663,98.974,96.707,79.67,68.984,80.867,78.406,69.944,75.397,72.914,66.275,70.404,65.534,68.454,65.912,76.054,68.03,71.528,72.816,37.951,49.172,84.919,146.65,172.32,200.18,221.87,239.87,245.9,283.15,253.19,261.22,267.5,262.52,258.8,249.02,252.08
1274,255.23701,245.34,260.86,249.58,248.89,259.51,245.56,265.32,240.97,228.39,220.48,227.39,200.08,211.67,182.14,160.38,152.78,130.84,112.32,97.182,101.49,95.187,82.123,70.281,79.071,75.727,68.735,73.848,70.844,68.858,70.955,64.908,68.552,65.253,73.346,69.356,74.642,71.751,35.547,49.254,82.036,143.39,169.48,193.8,216.36,233,243.36,272.99,244.99,251.44,257.5,257.68,250.82,244.03,250.13
1272,257.8998,244.98,255.68,244.55,240.14,254.8,244.02,261.69,238.98,224.81,216.38,223.17,195.98,211.3,179.4,155.28,149.6,133.46,107.29,95.337,97.511,93.963,83.428,72.033,75.803,73.97,66.321,72.701,67.786,71.884,71.486,64.133,67.971,64.491,73.615,69.828,72.581,71.759,35.31,48.709,79.315,146.1,171.22,191.55,209.77,224.05,245.78,261.96,236.27,242.54,246.76,253.6,243.52,240.98,245.01
1270,253.2427,240.31,254.09,245.33,238.64,245.9,245.09,256.53,235.73,221.39,210.68,216.66,195.03,209.51,179.77,158.47,147.4,132.36,107.53,97.875,92.062,94.042,83.274,72.477,74.081,72.089,66.551,72.663,65.646,74.008,72.554,68.572,65.971,66.064,74.642,71.317,69.327,72.45,38.755,47.662,81.933,147.76,170.26,185.69,203.68,220.09,249.59,251.83,227.1,236.71,241.66,242.96,241.42,233.05,237.9
1268,242.99635,239.87,240.09,241.62,235.8,237.65,236.73,245.78,229.1,217.03,210.81,210.25,194.05,203.22,177.39,162.62,144.66,128.9,112.05,99.703,87.353,89.548,82.439,76.255,74.462,69.498,66.79,71.879,64.893,71.296,72.063,71.203,62.269,65.053,75.275,70.816,67.411,70.428,40.695,45.508,83.214,144.57,168.76,182.66,197.77,219.09,244.45,243.77,221.88,233.14,236.71,234.63,239.17,222.24,229.59
1266,238.79978,235.82,236.53,240.09,239.29,236.63,233.51,236,225.2,216.78,207.15,207.76,193.22,197.29,175.82,165.75,143.48,126.66,114.64,101.56,83.026,86.715,82.424,78.264,78.536,71.425,65.698,72.203,67.671,72.012,69.098,71.556,62.141,67.769,75.059,69.432,65.674,67.986,43.223,43.858,85.874,141.69,168.17,180.7,197.5,216.31,242.08,238.04,217.84,226.11,231.5,232.16,237.22,223.08,224.79
1264,239.26489,237.82,230.39,236.94,237.53,233.8,233.63,227.78,220.6,219.15,207.39,206.73,196.72,192.85,175.22,167.98,137.59,125.52,114.91,101.11,83.049,84.005,80.467,79.453,79.518,70.149,68.232,71.471,70.634,69.314,65.84,70.54,59.123,66.767,70.771,68.833,65.589,66.399,39.769,41.502,83.833,137.56,163.6,179.53,197.95,213.65,245.26,232.2,215.86,223.3,226.99,228.88,236.44,221.1,218.91
1262,240.76601,237.28,235.12,237.01,241.25,237.9,236.04,229.56,221.85,228.83,207.3,209.47,201.76,198.56,179.6,171.67,136.7,124.99,116.83,102.77,87.441,83.778,79.419,79.236,81.587,74.723,70.681,68.081,72.5,68.786,64.135,71.141,60.183,68.817,68.265,70.097,67.35,67.564,36.269,37.913,87.416,136.31,162.3,178.63,203.73,213.35,244.22,234.51,213.79,224.4,228.53,230.08,234.77,217.96,214.61
1260,248.75027,244.16,245.37,235.78,241.12,244.57,240.77,235.61,228.14,229.46,209.67,217.96,208.49,205.96,186.21,177.37,140.65,124.92,115.62,103.05,95.354,82.904,79.074,79.073,83.053,75.852,71.765,68.297,74.308,68.953,64.101,68.28,60.772,72.527,66.668,70.649,70.241,69.606,33.72,34.712,84.856,135.33,156.66,181.5,211.04,210.09,249.63,239.17,213.32,227.94,230.55,234.13,235.42,220.21,217.25
1258,259.15405,251.34,255.85,243.05,252.72,250.2,249.66,248.63,243.8,239.56,218.61,226.35,213.89,214.45,195.35,181.69,145.24,130.79,115.46,105.86,103.29,87.113,81.244,84.628,86.183,78.247,74.419,70.544,73.988,71.865,68.831,71.4,66.348,75.255,68.522,73.414,72.552,72.76,36.66,31.427,88.842,137.05,162.46,188.26,216.06,214.3,253.76,241.18,225.47,236.52,237.86,241.49,232.88,228.83,223.18
1256,274.01958,259.21,269.12,256.5,264.32,266.43,263.27,262.62,261.87,254.1,229.8,239.18,228.61,223.19,203.67,188.95,152.29,138.4,120.5,110.4,110.8,89.737,86.104,90.232,88.524,81.409,80.393,73.37,75.982,78.175,76.742,75.105,71.74,77.184,71.151,76.507,78.892,77.955,39.403,32.578,93.715,142.84,172.24,198.64,223.42,228.5,261.87,252.5,241.52,244.04,253.15,251.14,243.56,237.78,234.29
